ICD10,number
C84Z5,2290
and,2291
C84Z6,2292
C84Z7,2293
C84Z8,2294
C84Z9,2295
C8490,2296
C8491,2297
and,2298
C8492,2299
C8493,2300
C8494,2301
upper,2302
C8495,2303
and,2304
C8496,2305
C8497,2306
C8498,2307
C8499,2308
C8510,2309
C8511,2310
neck,2311
C8512,2312
C8513,2313
C8514,2314
limb,2315
C8515,2316
lower,2317
C8516,2318
C8517,2319
C8518,2320
C8519,2321
C8520,2322
C8521,2323
"face,",2324
C8522,2325
C8523,2326
C8524,2327
and,2328
C8525,2329
region,2330
C8526,2331
C8527,2332
C8528,2333
sites,2334
C8529,2335
sites,2336
C8580,2337
C8581,2338
"head,",2339
C8582,2340
C8583,2341
C8584,2342
axilla,2343
C8585,2344
inguinal,2345
C8586,2346
C8587,2347
C8588,2348
multiple,2349
C8589,2350
organ,2351
C8590,2352
C8591,2353
neck,2354
C8592,2355
C8593,2356
C8594,2357
limb,2358
C8595,2359
lower,2360
C8596,2361
C8597,2362
C8598,2363
C8599,2364
C860,2365
C861,2366
C862,2367
C863,2368
C864,2369
C865,2370
C866,2371
C880,2372
C882,2373
C883,2374
C884,2375
tissue,2376
C888,2377
C889,2378
C9000,2379
C9001,2380
C9002,2381
C9010,2382
C9011,2383
C9012,2384
C9020,2385
C9021,2386
C9022,2387
C9030,2388
C9031,2389
C9032,2390
C9100,2391
C9101,2392
C9102,2393
C9110,2394
remission,2395
C9111,2396
C9112,2397
C9130,2398
C9131,2399
C9132,2400
C9140,2401
C9141,2402
C9142,2403
C9150,2404
C9151,2405
C9152,2406
C9160,2407
C9161,2408
C9162,2409
C91A0,2410
C91A1,2411
C91A2,2412
C91Z0,2413
C91Z1,2414
C91Z2,2415
C9190,2416
C9191,2417
C9192,2418
C9200,2419
C9201,2420
C9202,2421
C9210,2422
C9211,2423
C9212,2424
C9220,2425
C9221,2426
C9222,2427
C9230,2428
C9231,2429
C9232,2430
C9240,2431
C9241,2432
C9242,2433
C9250,2434
C9251,2435
C9252,2436
C9260,2437
C9261,2438
C9262,2439
C92A0,2440
remission,2441
C92A1,2442
C92A2,2443
C92Z0,2444
C92Z1,2445
C92Z2,2446
C9290,2447
C9291,2448
C9292,2449
C9300,2450
C9301,2451
C9302,2452
C9310,2453
C9311,2454
C9312,2455
C9330,2456
C9331,2457
C9332,2458
C93Z0,2459
C93Z1,2460
C93Z2,2461
C9390,2462
C9391,2463
C9392,2464
C9400,2465
C9401,2466
C9402,2467
C9420,2468
C9421,2469
C9422,2470
C9430,2471
C9431,2472
C9432,2473
C9440,2474
C9441,2475
C9442,2476
C946,2477
C9480,2478
C9481,2479
C9482,2480
C9500,2481
remission,2482
C9501,2483
C9502,2484
C9510,2485
remission,2486
C9511,2487
C9512,2488
C9590,2489
C9591,2490
C9592,2491
C960,2492
C9620,2493
C9621,2494
C9622,2495
C9629,2496
C964,2497
C965,2498
C966,2499
C96A,2500
C96Z,2501
related,2502
C969,2503
unspecified,2504
D0000,2505
D0001,2506
D0002,2507
D0003,2508
D0004,2509
D0005,2510
D0006,2511
D0007,2512
D0008,2513
D001,2514
D002,2515
D010,2516
D011,2517
D012,2518
D013,2519
D0140,2520
D0149,2521
D015,2522
ducts,2523
D017,2524
D019,2525
D020,2526
D021,2527
D0220,2528
D0221,2529
D0222,2530
D023,2531
system,2532
D024,2533
D030,2534
D0310,2535
D03111,2536
D03112,2537
D03121,2538
D03122,2539
D0320,2540
canal,2541
D0321,2542
canal,2543
D0322,2544
canal,2545
D0330,2546
D0339,2547
D034,2548
D0351,2549
D0352,2550
D0359,2551
D0360,2552
D0361,2553
D0362,2554
D0370,2555
D0371,2556
D0372,2557
D038,2558
D039,2559
D040,2560
D0410,2561
canthus,2562
D04111,2563
canthus,2564
D04112,2565
canthus,2566
D04121,2567
canthus,2568
D04122,2569
canthus,2570
D0420,2571
external,2572
D0421,2573
external,2574
D0422,2575
external,2576
D0430,2577
face,2578
D0439,2579
face,2580
D044,2581
neck,2582
D045,2583
D0460,2584
including,2585
D0461,2586
including,2587
D0462,2588
including,2589
D0470,2590
including,2591
D0471,2592
including,2593
D0472,2594
including,2595
D048,2596
D049,2597
D0500,2598
D0501,2599
D0502,2600
D0510,2601
D0511,2602
D0512,2603
D0580,2604
breast,2605
D0581,2606
breast,2607
D0582,2608
breast,2609
D0590,2610
D0591,2611
D0592,2612
D060,2613
D061,2614
D067,2615
D069,2616
D070,2617
D071,2618
D072,2619
D0730,2620
D0739,2621
D074,2622
D075,2623
D0760,2624
D0761,2625
D0769,2626
D090,2627
D0910,2628
D0919,2629
D0920,2630
D0921,2631
D0922,2632
D093,2633
glands,2634
D098,2635
D099,2636
D100,2637
D101,2638
D102,2639
D1030,2640
D1039,2641
D104,2642
D105,2643
D106,2644
D107,2645
D109,2646
D110,2647
D117,2648
D119,2649
D120,2650
D121,2651
D122,2652
D123,2653
D124,2654
D125,2655
D126,2656
D127,2657
D128,2658
D129,2659
D130,2660
D131,2661
D132,2662
D1330,2663
D1339,2664
D134,2665
D135,2666
D136,2667
D137,2668
D139,2669
system,2670
D140,2671
accessory,2672
D141,2673
D142,2674
D1430,2675
D1431,2676
D1432,2677
D144,2678
D150,2679
D151,2680
D152,2681
D157,2682
D159,2683
D1600,2684
upper,2685
D1601,2686
upper,2687
D1602,2688
upper,2689
D1610,2690
D1611,2691
D1612,2692
D1620,2693
D1621,2694
D1622,2695
D1630,2696
D1631,2697
D1632,2698
D164,2699
D165,2700
D166,2701
D167,2702
D168,2703
D169,2704
D170,2705
of,2706
D171,2707
of,2708
D1720,2709
unspecified,2710
D1721,2711
right,2712
D1722,2713
left,2714
D1723,2715
right,2716
D1724,2717
left,2718
D1730,2719
unspecified,2720
D1739,2721
other,2722
D174,2723
D175,2724
D176,2725
D1771,2726
D1772,2727
D1779,2728
D179,2729
D1800,2730
D1801,2731
D1802,2732
D1803,2733
D1809,2734
D181,2735
D190,2736
D191,2737
D197,2738
D199,2739
D200,2740
D201,2741
D210,2742
of,2743
D2110,2744
unspecified,2745
D2111,2746
right,2747
D2112,2748
left,2749
D2120,2750
unspecified,2751
D2121,2752
right,2753
D2122,2754
left,2755
D213,2756
of,2757
D214,2758
of,2759
D215,2760
of,2761
D216,2762
of,2763
D219,2764
unspecified,2765
D220,2766
D2210,2767
D22111,2768
D22112,2769
D22121,2770
D22122,2771
D2220,2772
D2221,2773
D2222,2774
D2230,2775
D2239,2776
D224,2777
D225,2778
D2260,2779
D2261,2780
D2262,2781
D2270,2782
D2271,2783
D2272,2784
D229,2785
D230,2786
D2310,2787
canthus,2788
D23111,2789
canthus,2790
D23112,2791
canthus,2792
D23121,2793
canthus,2794
D23122,2795
canthus,2796
D2320,2797
external,2798
D2321,2799
external,2800
D2322,2801
external,2802
D2330,2803
face,2804
D2339,2805
face,2806
D234,2807
neck,2808
D235,2809
D2360,2810
including,2811
D2361,2812
including,2813
D2362,2814
including,2815
D2370,2816
including,2817
D2371,2818
including,2819
D2372,2820
including,2821
D239,2822
D241,2823
D242,2824
D249,2825
D250,2826
D251,2827
D252,2828
D259,2829
D260,2830
D261,2831
D267,2832
D269,2833
D270,2834
D271,2835
D279,2836
D280,2837
D281,2838
D282,2839
D287,2840
D289,2841
D290,2842
D291,2843
D2920,2844
D2921,2845
D2922,2846
D2930,2847
D2931,2848
D2932,2849
D294,2850
D298,2851
D299,2852
D3000,2853
D3001,2854
D3002,2855
D3010,2856
D3011,2857
D3012,2858
D3020,2859
D3021,2860
D3022,2861
D303,2862
D304,2863
D308,2864
D309,2865
D3100,2866
D3101,2867
D3102,2868
D3110,2869
D3111,2870
D3112,2871
D3120,2872
D3121,2873
D3122,2874
D3130,2875
D3131,2876
D3132,2877
D3140,2878
D3141,2879
D3142,2880
D3150,2881
D3151,2882
D3152,2883
D3160,2884
D3161,2885
D3162,2886
D3190,2887
D3191,2888
D3192,2889
D320,2890
D321,2891
D329,2892
D330,2893
D331,2894
D332,2895
D333,2896
D334,2897
D337,2898
nervous,2899
D339,2900
D34,2901
D3500,2902
D3501,2903
D3502,2904
D351,2905
D352,2906
D353,2907
D354,2908
D355,2909
D356,2910
D357,2911
D359,2912
D360,2913
D3610,2914
unspecified,2915
D3611,2916
of,2917
D3612,2918
upper,2919
D3613,2920
of,2921
D3614,2922
of,2923
D3615,2924
of,2925
D3616,2926
of,2927
D3617,2928
of,2929
D367,2930
D369,2931
D3A00,2932
D3A010,2933
D3A011,2934
D3A012,2935
D3A019,2936
D3A020,2937
D3A021,2938
D3A022,2939
D3A023,2940
D3A024,2941
D3A025,2942
D3A026,2943
D3A029,2944
D3A090,2945
D3A091,2946
D3A092,2947
D3A093,2948
D3A094,2949
D3A095,2950
D3A096,2951
D3A098,2952
D3A8,2953
D3701,2954
D3702,2955
D37030,2956
D37031,2957
D37032,2958
D37039,2959
D3704,2960
D3705,2961
D3709,2962
the,2963
D371,2964
D372,2965
D373,2966
D374,2967
D375,2968
D376,2969
bile,2970
D378,2971
organs,2972
D379,2973
D380,2974
D381,2975
lung,2976
D382,2977
D383,2978
D384,2979
D385,2980
D386,2981
D390,2982
D3910,2983
D3911,2984
D3912,2985
D392,2986
D398,2987
genital,2988
D399,2989
unspecified,2990
D400,2991
D4010,2992
D4011,2993
D4012,2994
D408,2995
genital,2996
D409,2997
unspecified,2998
D4100,2999
D4101,3000
D4102,3001
D4110,3002
D4111,3003
D4112,3004
D4120,3005
D4121,3006
D4122,3007
D413,3008
D414,3009
D418,3010
organs,3011
D419,3012
D420,3013
D421,3014
D429,3015
D430,3016
D431,3017
D432,3018
D433,3019
D434,3020
D438,3021
of,3022
D439,3023
unspecified,3024
D440,3025
D4410,3026
D4411,3027
D4412,3028
D442,3029
D443,3030
D444,3031
D445,3032
D446,3033
D447,3034
other,3035
D449,3036
D45,3037
D460,3038
D461,3039
D4620,3040
D4621,3041
D4622,3042
D46A,3043
D46B,3044
D46C,3045
D464,3046
D46Z,3047
D469,3048
D4701,3049
D4702,3050
D4709,3051
D471,3052
D472,3053
D473,3054
D474,3055
D47Z1,3056
D47Z2,3057
D47Z9,3058
and,3059
D479,3060
related,3061
D480,3062
cartilage,3063
D481,3064
soft,3065
D482,3066
autonomic,3067
D483,3068
D484,3069
D485,3070
D4860,3071
D4861,3072
D4862,3073
D487,3074
D489,3075
D490,3076
D491,3077
D492,3078
and,3079
D493,3080
D494,3081
D49511,3082
D49512,3083
D49519,3084
D4959,3085
D496,3086
D497,3087
other,3088
D4981,3089
D4989,3090
D499,3091
D500,3092
D501,3093
D508,3094
D509,3095
D510,3096
deficiency,3097
D511,3098
B12,3099
D512,3100
D513,3101
D518,3102
D519,3103
D520,3104
D521,3105
D528,3106
D529,3107
D530,3108
D531,3109
D532,3110
D538,3111
D539,3112
D550,3113
D551,3114
D5521,3115
D5529,3116
D553,3117
D558,3118
D559,3119
D560,3120
D561,3121
D562,3122
D563,3123
D564,3124
D565,3125
D568,3126
D569,3127
D5700,3128
D5701,3129
D5702,3130
D5703,3131
D5709,3132
D571,3133
D5720,3134
D57211,3135
D57212,3136
D57213,3137
D57218,3138
D57219,3139
D573,3140
D5740,3141
D57411,3142
D57412,3143
D57413,3144
D57418,3145
D57419,3146
D5742,3147
D57431,3148
D57432,3149
D57433,3150
D57438,3151
D57439,3152
D5744,3153
D57451,3154
D57452,3155
D57453,3156
D57458,3157
D57459,3158
D5780,3159
D57811,3160
D57812,3161
D57813,3162
D57818,3163
D57819,3164
D580,3165
D581,3166
D582,3167
D588,3168
D589,3169
D590,3170
D5910,3171
D5911,3172
D5912,3173
D5913,3174
D5919,3175
D592,3176
D593,3177
D594,3178
D595,3179
D596,3180
D598,3181
D599,3182
D600,3183
D601,3184
D608,3185
D609,3186
D6101,3187
D6109,3188
D611,3189
D612,3190
D613,3191
D61810,3192
D61811,3193
D61818,3194
D6182,3195
D6189,3196
syndromes,3197
D619,3198
D62,3199
D630,3200
D631,3201
D638,3202
D640,3203
D641,3204
D642,3205
D643,3206
D644,3207
D6481,3208
D6489,3209
D649,3210
D65,3211
D66,3212
D67,3213
D680,3214
D681,3215
D682,3216
D68311,3217
D68312,3218
D68318,3219
inhibitors,3220
D6832,3221
D684,3222
D6851,3223
D6852,3224
D6859,3225
D6861,3226
D6862,3227
D6869,3228
D688,3229
D689,3230
D690,3231
D691,3232
D692,3233
D693,3234
D6941,3235
D6942,3236
D6949,3237
D6951,3238
D6959,3239
D696,3240
D698,3241
D699,3242
D700,3243
D701,3244
D702,3245
D703,3246
D704,3247
D708,3248
D709,3249
D71,3250
D720,3251
D7210,3252
D72110,3253
D72111,3254
D72118,3255
D72119,3256
D7212,3257
D7218,3258
D7219,3259
D72810,3260
D72818,3261
D72819,3262
D72820,3263
D72821,3264
D72822,3265
D72823,3266
D72824,3267
D72825,3268
D72828,3269
D72829,3270
D7289,3271
D729,3272
D730,3273
D731,3274
D732,3275
D733,3276
D734,3277
D735,3278
D7381,3279
D7389,3280
D739,3281
D740,3282
D748,3283
D749,3284
D750,3285
D751,3286
D7581,3287
D7582,3288
D75838,3289
D75839,3290
D7589,3291
D759,3292
D75A,3293
D761,3294
D762,3295
D763,3296
D77,3297
in,3298
D7801,3299
procedure,3300
D7802,3301
procedure,3302
D7811,3303
procedure,3304
D7812,3305
procedure,3306
D7821,3307
the,3308
D7822,3309
D7831,3310
the,3311
D7832,3312
D7833,3313
the,3314
D7834,3315
D7881,3316
D7889,3317
D800,3318
D801,3319
D802,3320
D803,3321
D804,3322
D805,3323
D806,3324
D807,3325
D808,3326
D809,3327
D810,3328
D811,3329
B-cell,3330
D812,3331
B-cell,3332
D8130,3333
D8131,3334
D8132,3335
D8139,3336
D814,3337
D815,3338
D816,3339
D817,3340
D81810,3341
D81818,3342
D81819,3343
D8189,3344
D819,3345
D820,3346
D821,3347
D822,3348
D823,3349
D824,3350
D828,3351
D829,3352
D830,3353
numbers,3354
D831,3355
D832,3356
T-cells,3357
D838,3358
D839,3359
D840,3360
D841,3361
D8481,3362
D84821,3363
D84822,3364
D8489,3365
D849,3366
D860,3367
D861,3368
D862,3369
D863,3370
D8681,3371
D8682,3372
D8683,3373
D8684,3374
D8685,3375
D8686,3376
D8687,3377
D8689,3378
D869,3379
D890,3380
D891,3381
D892,3382
D893,3383
D8940,3384
D8941,3385
D8942,3386
D8943,3387
D8944,3388
D8949,3389
D89810,3390
D89811,3391
D89812,3392
D89813,3393
D8982,3394
D89831,3395
D89832,3396
D89833,3397
D89834,3398
D89835,3399
D89839,3400
D8989,3401
classified,3402
D899,3403
E000,3404
E001,3405
E002,3406
E009,3407
E010,3408
E011,3409
E012,3410
E018,3411
E02,3412
E030,3413
E031,3414
E032,3415
E033,3416
E034,3417
E035,3418
E038,3419
E039,3420
E040,3421
E041,3422
E042,3423
E048,3424
E049,3425
E0500,3426
E0501,3427
E0510,3428
or,3429
E0511,3430
or,3431
E0520,3432
storm,3433
E0521,3434
storm,3435
E0530,3436
storm,3437
E0531,3438
storm,3439
E0540,3440
E0541,3441
E0580,3442
E0581,3443
E0590,3444
E0591,3445
E060,3446
E061,3447
E062,3448
E063,3449
E064,3450
E065,3451
E069,3452
E070,3453
E071,3454
E0781,3455
E0789,3456
E079,3457
E0800,3458
nonketotic,3459
E0801,3460
coma,3461
E0810,3462
coma,3463
E0811,3464
coma,3465
E0821,3466
E0822,3467
kidney,3468
E0829,3469
kidney,3470
E08311,3471
with,3472
E08319,3473
without,3474
E083211,3475
with,3476
E083212,3477
with,3478
E083213,3479
with,3480
E083219,3481
with,3482
E083291,3483
without,3484
E083292,3485
without,3486
E083293,3487
without,3488
E083299,3489
without,3490
E083311,3491
with,3492
E083312,3493
with,3494
E083313,3495
with,3496
E083319,3497
with,3498
E083391,3499
without,3500
E083392,3501
without,3502
E083393,3503
without,3504
E083399,3505
without,3506
E083411,3507
with,3508
E083412,3509
with,3510
E083413,3511
with,3512
E083419,3513
with,3514
E083491,3515
without,3516
E083492,3517
without,3518
E083493,3519
without,3520
E083499,3521
without,3522
E083511,3523
macular,3524
E083512,3525
macular,3526
E083513,3527
macular,3528
E083519,3529
macular,3530
E083521,3531
traction,3532
E083522,3533
traction,3534
E083523,3535
traction,3536
E083529,3537
traction,3538
E083531,3539
traction,3540
E083532,3541
traction,3542
E083533,3543
traction,3544
E083539,3545
traction,3546
E083541,3547
combined,3548
E083542,3549
combined,3550
E083543,3551
combined,3552
E083549,3553
combined,3554
E083551,3555
right,3556
E083552,3557
left,3558
E083553,3559
bilateral,3560
E083559,3561
unspecified,3562
E083591,3563
macular,3564
E083592,3565
macular,3566
E083593,3567
macular,3568
E083599,3569
macular,3570
E0836,3571
E0837X1,3572
following,3573
E0837X2,3574
following,3575
E0837X3,3576
following,3577
E0837X9,3578
following,3579
E0839,3580
ophthalmic,3581
E0840,3582
unspecified,3583
E0841,3584
E0842,3585
E0843,3586
(poly)neuropathy,3587
E0844,3588
E0849,3589
neurological,3590
E0851,3591
angiopathy,3592
E0852,3593
angiopathy,3594
E0859,3595
complications,3596
E08610,3597
E08618,3598
E08620,3599
E08621,3600
E08622,3601
E08628,3602
E08630,3603
E08638,3604
E08641,3605
E08649,3606
E0865,3607
E0869,3608
complication,3609
E088,3610
complications,3611
E089,3612
E0900,3613
nonketotic,3614
E0901,3615
coma,3616
E0910,3617
coma,3618
E0911,3619
coma,3620
E0921,3621
E0922,3622
kidney,3623
E0929,3624
kidney,3625
E09311,3626
with,3627
E09319,3628
without,3629
E093211,3630
with,3631
E093212,3632
with,3633
E093213,3634
with,3635
E093219,3636
with,3637
E093291,3638
without,3639
E093292,3640
without,3641
E093293,3642
without,3643
E093299,3644
without,3645
E093311,3646
with,3647
E093312,3648
with,3649
E093313,3650
with,3651
E093319,3652
with,3653
E093391,3654
without,3655
E093392,3656
without,3657
E093393,3658
without,3659
E093399,3660
without,3661
E093411,3662
with,3663
E093412,3664
with,3665
E093413,3666
with,3667
E093419,3668
with,3669
E093491,3670
without,3671
E093492,3672
without,3673
E093493,3674
without,3675
E093499,3676
without,3677
E093511,3678
macular,3679
E093512,3680
macular,3681
E093513,3682
macular,3683
E093519,3684
macular,3685
E093521,3686
traction,3687
E093522,3688
traction,3689
E093523,3690
traction,3691
E093529,3692
traction,3693
E093531,3694
traction,3695
E093532,3696
traction,3697
E093533,3698
traction,3699
E093539,3700
traction,3701
E093541,3702
combined,3703
E093542,3704
combined,3705
E093543,3706
combined,3707
E093549,3708
combined,3709
E093551,3710
right,3711
E093552,3712
left,3713
E093553,3714
bilateral,3715
E093559,3716
unspecified,3717
E093591,3718
macular,3719
E093592,3720
macular,3721
E093593,3722
macular,3723
E093599,3724
macular,3725
E0936,3726
E0937X1,3727
following,3728
E0937X2,3729
following,3730
E0937X3,3731
following,3732
E0937X9,3733
following,3734
E0939,3735
ophthalmic,3736
E0940,3737
with,3738
E0941,3739
with,3740
E0942,3741
with,3742
E0943,3743
with,3744
E0944,3745
with,3746
E0949,3747
with,3748
E0951,3749
angiopathy,3750
E0952,3751
angiopathy,3752
E0959,3753
complications,3754
E09610,3755
E09618,3756
E09620,3757
E09621,3758
E09622,3759
E09628,3760
E09630,3761
E09638,3762
E09641,3763
E09649,3764
E0965,3765
E0969,3766
complication,3767
E098,3768
complications,3769
E099,3770
E1010,3771
E1011,3772
E1021,3773
E1022,3774
E1029,3775
E10311,3776
edema,3777
E10319,3778
edema,3779
E103211,3780
"edema,",3781
E103212,3782
"edema,",3783
E103213,3784
"edema,",3785
E103219,3786
"edema,",3787
E103291,3788
"edema,",3789
E103292,3790
"edema,",3791
E103293,3792
"edema,",3793
E103299,3794
"edema,",3795
E103311,3796
"edema,",3797
E103312,3798
"edema,",3799
E103313,3800
"edema,",3801
E103319,3802
"edema,",3803
E103391,3804
"edema,",3805
E103392,3806
"edema,",3807
E103393,3808
"edema,",3809
E103399,3810
"edema,",3811
E103411,3812
"edema,",3813
E103412,3814
"edema,",3815
E103413,3816
"edema,",3817
E103419,3818
"edema,",3819
E103491,3820
"edema,",3821
E103492,3822
"edema,",3823
E103493,3824
"edema,",3825
E103499,3826
"edema,",3827
E103511,3828
right,3829
E103512,3830
left,3831
E103513,3832
bilateral,3833
E103519,3834
unspecified,3835
E103521,3836
detachment,3837
E103522,3838
detachment,3839
E103523,3840
detachment,3841
E103529,3842
detachment,3843
E103531,3844
detachment,3845
E103532,3846
detachment,3847
E103533,3848
detachment,3849
E103539,3850
detachment,3851
E103541,3852
